id,sentence,difficulty
1594,Le concept est simple : chaque ménage peut déposer son appareil hors d'usage contre l'achat d'un neuf chez le même distributeur.,B2
1595,Je suis déçu que la réunion d'hier se termine de cette manière.,B1
1596,Je vous coupe les cheveux comme cela ?,A1
1597,Pourquoi il ne parle pas ?,A1
1598,"Plusieurs caractéristiques des anciens rapports sociaux ont été conservées - notamment l'interdisciplinarité (on trouvera ici des contributions d'économistes, de sociologues, de politologues, de démographes) et le plurilinguisme (le rapport est publié en allemand, en français et en anglais, afin d'ouvrir et d'internationaliser le débat).",C1
1599,Mes plus subtils efforts s'inanisèrent devant le parti pris mutiste du père de Georges.,C2
1600,Le restaurant est sur votre gauche,A1
1601,"À mi-parcours, il doit souvent faire demi-tour",B2
1602,"Bientôt, ce sera au tour des entreprises de bénéficier d'une telle possibilité, qui devrait permettre de collecter et de recycler près de 70 000 tonnes de déchets professionnels.",B2
1603,"En attendant, pour le remplacer, je vous présente notre nouveau cuisinier.",B1
1604,"Le piment végétarien, que l'on appelle aussi piment végétal, est un incontournable de la cuisine antillaise",C1
1605,Le 24 décembre est le jour du réveillon,B2
1606,"Il a fait construire en plus une belle véranda contenant une bibliothèque, pour profiter du soleil et d'une vue sur le jardin",B1
1607,"L'engouement pour les potagers s'inscrit dans le mouvement du développement de l'autonomie alimentaire, un mouvement accentué par cette crise du coronavirus.",B2
1608,Quand je l'ai vu mon coeur s'est mis à battre très fort.,B1
1609,"Qu'est-ce qui peut bien poser problème dans ces petits livrets pourtant plutôt attractifs pour que seuls 23, 4 % de leurs détenteurs arrivent au bout ?",C2
1610,Le maître et le chien doivent bien se connaître mais aussi et surtout bien se comprendre.,B1
1611,"Quand je me suis levé ce matin, j'avais un mal de ventre horrible.",B1
1612,"Telle est l'analyse de l'Union fédérale des consommateurs qui a demandé, mardi 9 août, en dévoilant une synthèse sur le sujet une profonde inflexion dans la gestion des ressources disponibles",C2
1613,"Je ne crois pas qu'on doive interdire aux gens de revenir si c'est leur volonté, mais ils devraient disposer d'un logement ailleurs au cas où",B1
1614,La production disparut presque totalement en France.,B2
1615,J'ai de la chance d'avoir vu le spectacle plus de 500 fois,A2
1616,Tu as vu mes soeurs,A1
1617,"Le lendemain de son 50ème anniversaire, on lui diagnostique un cancer du poumon en phase terminale avec une espérance de vie estimée à deux ans.",C1
1618,"Avec la lutte contre le séparatisme, une stratégie d'entrave et répressive contre l'islam radical est mise en oeuvre.",C1
1619,"Et lorsqu'ils commencent à ôter le plancher de la salle à manger, ils découvrent du sang coagulé.",B2
1620,Il t'ordonne de partir immédiatement !,A2
1621,"Serait - ce que la vie semble d'autant plus réelle que toutes les illusions disparaissent, comme la cime des rochers se dessine mieux dans l'horizon lorsque les nuages se dissipent ?",C2
1622,Une frange de la population s'en trouve exclue et souffre tant des conditions matérielles à laquelle elle est réduite que du regard porté sur elle.,C2
1623,L'auteur souhaite encourager les femmes à s'impliquer en mathématiques.,B2
1624,"Je cours dans ma chambre, et je me dépêche de m'habiller et de me maquiller, puis je vais prendre le métro",A2
1625,"Jamais, moi je parlerai comme ça de mon père.",A2
1626,Nous avons réfléchi et nous avons choisi un bonbon,A2
1627,"Malgré la montée des problèmes liés à l'obésité, la priorité absolue de la FAO reste la lutte contre la faim, car 840 millions de personnes continuent de souffrir chroniquement de sous-alimentation.",C1
1628,"Une vision qui rejoint celle de D. Méda : elle en appelle également à désenchanter le travail, c'est-à-dire à relativiser sa place dans nos sociétés au profit des activités sociales et politiques, qui développent l'autonomie et la coopération.",C2
1629,Les étudiantes se seraient assises sur un banc en vous attendant.,B2
1630,"Quand on était petit, on apprenait à marcher.",A2
1631,"Mais à la fin, monsieur, quelle raison avez-vous de haïr Montfleury ?",B1
1632,"Autrefois, la faune et la flore partout, mais maintenant nos villes ne sont plus que des blocs de béton.",B2
1633,"Il eût fallu que le curé lui-même sût cette langue ; or elle était l'objet de ses mépris ; ses connaissances en ce genre se bornaient à réciter, par coeur, les prières de son missel, dont il pouvait rendre à peu près le sens à ses ouailles.",C2
1634,Un chien comme Djengo est éduqué (ou dressé) pour accompagner une personne aveugle ou qui voit mal et pour l'aider dans ses déplacements quotidiens.,B1
1635,"Le rap, c'est plus pour moi ""boom bap"", un peu ce qui se faisait avant",A2
1636,Je me souviens d'un été durant lequel nous nous étions beaucoup déplacés en caravane,C2
1637,"Les parents de mon mari habitent très loin de chez nous, mais mes parents ont une maison à quelques kilomètres de la nôtre",A1
1638,Le vernissage aura lieu le 22 juin à la Galerie de la Calande.,B2
1639,"Pour moi, les médecins et les infirmières sont des héros sans costume.",A2
1640,"Et on ira manger une gaufre juste après, ça te dit ?",A1
1641,"Il est reconnu utile pour les adultes qui travaillent, surtout pour les médecins, les reporters , ceux qui doivent voyager, ou encore en cas de pépin, de panne sur l'autoroute, d'accident.",B2
1642,Ma femme ma dit que tu es trés gentille.,A2
1643,"J'ai obtenu ce que je voulais, je suis satisfait.",A2
1644,"Un crime immotivé, quel embarras pour la police",C2
1645,Ne pas avaler.,A2
1646,"Ils disaient ça : ""Mais, en fait, j'ai eu tort"".",A2
1647,Vous avez bien entendu ce que le professeur a dit avant?,A2
1648,Vous êtes donc à la rédaction d'Inter spécialiste des questions environnementales et nous fêtons aujourd'hui les trente ans du Conservatoire du littoral.,C1
1649,"Pendant que les humains bavardaient, Mimi le caniche, Fido le berger allemand et moi, on se donnait les nouvelles du quartier et on reniflait les nouveaux arrivants",C1
1650,"Pour être naturalisé, il faut constituer un dossier et remplir certaines conditions.",B2
1651,Le départ est le seul horizon offert à ceux qui cherchent les mille écrins où le destin cache les solutions de ses mille erreurs.,C1
1652,"Quand il recevra cette déclaration, il constatera que tu es sincère et il s'apercevra que tu l'aimes vraiment.",B1
1653,"Au cours des années 1970 et 1980, plusieurs groupes environnementalistes de pays industrialisés d'Europe de l'ouest et d'Amérique du Nord ont organisé des campagnes contre la chasse aux baleines et aux phoques.",C1
1654,"Ces fromages sont en quelque sorte une garantie pour le bien-être des vaches et des chèvres, et pour la préservation du terroir.",B2
1655,Qu'en pensez-vous ?,A1
1656,"En fait, ma mère préfère faire le ménage toute seule parce que moi, je casse tout.",A2
1657,"Et bien, pourquoi pas ?",A2
1658,"Il ne savait rien, sinon qu'elle se rassemblait vers Maubeuge.",B2
1659,Versez peu à peu la farine dans le mélange oeuf-sucre pour éviter les grumeaux,C1
1660,"Fabrice se jeta après elle pour la sauver, et tous deux furent entraînés assez loin.",C1
1661,"Ce soir, je suis allé faire les courses pour notre pique-nique de demain : Nous allons faire une randonnée sur le plus grand volcan de l'île.",A2
1662,Le corgi a l'allure d'un petit renard.,A2
1663,On a dû écouter nos parents,A2
1664,Nous bénéficions de moyens financiers suffisants et justifier les raisons de leur séjour,C1
1665,Instinctivement je regardai ma montre : deux heures du matin.,C1
1666,"les dix minutes, vingt personnes sont autorisées à gravir l'escalier en colimaçon",C2
1667,Tu ne devrais pas prendre le même pull que ton père.,B1
1668,Je savais bien que j'étais assise depuis trop longtemps.,B1
1669,Bruxelles est en droit de défendre les politiques qu'elle conduit.,B1
1670,"Ce qu'il aime par dessus tout, c'est le bricolage.",A2
1671,Il n'y a pas eu de pluie depuis notre arrivée.,B1
1672,"Reprochant aux autorités administratives l'absence de politique forestière à long terme, ils profitent de la durée de leurs permis pour exploiter sans discernement tout ce qui peut se vendre afin d'accroître leurs marges bénéficiaires.",B2
1673,J'ai bien aimé le film,A2
1674,"Jeudi, on va au restaurant pour l'anniversaire de ma soeur.",A2
1675,Les vents ne se calmèrent qu'au petit matin.,A2
1676,Et tous les terrains Nathalie qui ont été acquis par le conservatoire sont effectivement ouverts au public.,C1
1677,"Pour accroître leur compétitivité, les multinationales qui contrôlent, par exemple, les marchés mondiaux du café et de la banane, tirent sans cesse les prix d'achat vers le bas.",C1
1678,"Au bout du petit matin, l'échouage hétéroclite, les puanteurs exacerbées de la corruption, les sodomies monstrueuses de l'hostie et du victimaire, les coltis infranchissables du préjugé et de la sottise, les prostitutions, les hypocrisies, les lubricités, les trahisons, les mensonges, les faux, les concussions - l'essoufflement des lâchetés insuffisantes, l'enthousiasme sans ahan aux poussis surnuméraires, les avidités, les hystéries, les perversions, les arlequinades de la misère, les estropiements, les prurits, les urticaires, les hamacs tièdes de la dégénérescence. Ici la parade des risibles et scrofuleux bubons, les poutures de microbes très étranges, le poisons sans alexitère connu, les sanies de plaies bien antiques, les fermentations imprévisibles d'espèces putrescibles.",C2
1679,"Oui, je l'ai reçue hier.",B1
1680,"Je suis contente, je vais voir Amélie",A1
1681,"Il y a l'eau qu'on consomme en pleine conscience, en la voyant couler et celle que lon consomme, voire que l'on gâche sans le savoir, elle s'appelle ""l'eau virtuelle""",B1
1682,"Ce code, si l'on en jugeait par l'entêtement soudain qu'elle mettait à ne pas vouloir faire certaines commissions que nous lui donnions, semblait avoir prévu des complexités sociales et des raffinements mondains tels que rien dans l'entourage de Françoise et dans sa vie de domestique de village n'avait pu les lui suggérer ; et l'on était obligé de se dire qu'il y avait en elle un passé français très ancien, noble et mal compris, comme dans ces cités manufacturières où de vieux hôtels témoignent qu'il y eut jadis une vie de cour, et où les ouvriers d'une usine de produits chimiques travaillent au milieu de délicates sculptures qui représentent le miracle de saint Théophile ou les quatre fils Aymon.",C2
1683,Ses propos ultra-monarchiques irritaient les populations qu'on voulait plonger dans le sommeil et l'incurie.,C1
1684,Tu n'as pas de stylo ?,A1
1685,"Boum voilà, on arrive, on veut faire du vélo en famille et on a les vacances.",B1
1686,Nous savions pertinemment qu'être aussi justes financièrement n'était pas normal.,B2
1687,"En le voyant, vous comprendez mieux.",B1
1688,"Il l'avait tenue là sévèrement enfermée, cloîtrée, ignorée et ignorante des choses humaines.",C1
1689,"Tout va bien, merci.",A1
1690,A samedi !,A1
1691,"Hier, en raison de violents orages, des villageois ont été privés d'électricité.",B2
1692,"Là encore, la continuité: de tous les choix possibles, la tolérance constitue, quelle que soit l'année, la valeur ou qualité la plus souvent choisie par les enquêtes, commente le chargé de recherche à la Fondation nationale des sciences politiques.",B2
1693,"Ils auraient voulu que ces vacances ne finissent jamais, mais ils rentrés des souvenirs plein la tête",B2
1694,"Serveur : bonsoir, madame, en quoi puis-je vous aider ?",A2
1695,Il y a beaucoup de désordre dans l'appartement.,A1
1696,Il suffit de rester 30 minutes dans la cabine LIRVA pour être capable de se débrouiller dans toutes les situations de la vie quotidienne et dans la langue de son choix.,A1
1697,"Ce réseau de lieux se déploie à l'échelle européenne, non sans rencontrer des barrières linguistiques (l'allemand) ou des frontières difficiles à franchir de la France).",C1
1698,"Dis donc, il fait beau en ce moment ! L'été n'est plus très loin.",B1
1699,Je t'aime.,A1
1700,Son accent est si naturel que cela n'a posé aucun problème.,B1
1701,"Depuis 2006, les particuliers français peuvent recycler des déchets d'équipements électriques et électroniques grâce à la reprise un pour un .",B2
1702,"Après de longs efforts, il parvint à se faire aimer ; et comme il ne m'avait point caché ses revers et ses peines, il se crut obligé de me communiquer ses succès : rien n'égalait ses transports et l'excès de sa joie.",C2
1703,Il joue dans le jardin avec un ballon.,A1
1704,"Souvent plus productif que les autres , il crée un effet fédérateur dans une équipe de travail où les petits problèmes courants sont relativisés .",B1
1705,"C'est quelqu'un sur qui vous pouvez compter, vous pouvez vous fier à lui.",B1
1706,"Une petite marque au front, des cicatrices sur le corps et une démarche légèrement claudicante étaient les seules traces visibles de l'accident qu'elle avait subi un an et demi auparavant.",B2
1707,Cela peut être perçu comme étant très réducteur !,B2
1708,"Ses soutiens la voient comme une militante acharnée de l'écologie, qui n'hésite pas à faire entendre sa voix.",C1
1709,Quel âge tu as ?,A1
1710,"Désormais, il concentra tous les pouvoirs entre ses mains",B2
1711,"Deux drôles effroyables, mais très polis, me firent gracieusement place sur le divan de paille; et le café que je pris là était certainement meilleur que la décoction noire du plus célèbre café de Paris.",C1
1712,"""Parce que les révisions aident à faire retrouver la trace du rangement au sein de sa mémoire, ajoute-t-il",C2
1713,"Dès cette époque, il existe des établissements spécialisés pour la préparation des concours, pour la plupart des institutions privées.",C2
1714,Elles obligent les partenaires à un effort permanent de communication pour maintenir un modus vivendi enrichi d'imagination.,C2
1715,"Mesdames, votre attention, s'il vous plaît.",A1
1716,La mission de l'école a changé.,A2
1717,"Si quelques-uns échappent à cette destinée générale, ils renferment en eux-mêmes leur dissentiment secret ; ils aperçoivent dans la plupart des ridicules le germe des vices : ils n'en plaisantent plus, parce que le mépris remplace la moquerie, et que le mépris est silencieux.",C2
1718,Je t'aurais bien envoyé une photo mais nous n'avons pas d'appareil,B1
1719,"Allons, qui est celui qui veut ouvrir la liste ?",B1
1720,"Et en août, nous passerons peut-être quelques jours dans les montagnes.",B1
1721,"Il n'a fallu que 12 ans, entre 1999 et 2011, pour que la population mondiale passe de 6 à 7 milliards d'habitants",B1
1722,"Yukihiro Kimura, inventeur du recyclage des couches-culottes en combustible, Yonago, Japon.",B2
1723,Je cherchai enfin un raisonnement qui pût me tirer de cette lutte avec honneur à mes propres yeux.,C2
1724,Ils étaient là,A1
1725,"Bien-aimé, maudit soit cet orage qui me retint en mer, m'empêchant de venir à temps !",C1
1726,"De délicieux petits beignets tendres et croustillants à la fois, une recette idéale pour voyager sous le soleil des tropiques",C1
1727,"Lorsque j'aurai terminé mes études, je prendrai une année sabbatique.",B2
1728,"Pour certains auteurs, les conséquences pourraient être une évolution importante de l'organisation traditionnelle de l'entreprise",C2
1729,"Une crise survient à l'issue d'une période de quelques mois, pendant laquelle la pression - professionnelle, familiale ou existentielle - ne cesse de monter.",C1
1730,"Une plaisanterie plus légère, une conversation plus variée, un mélange particulier de mélancolie et de gaieté, de découragement et d'intérêt, d'enthousiasme et d'ironie, étonnèrent et attachèrent Ellénore.",C2
1731,"Un graphe paysager représentant le réseau de prairie au niveau régional (zone englobant essentiellement les plateaux jurassiens du département du Doubs) avait déjà été réalisé dans une étude précédente, à partir d'une carte d'occupation du sol moins précise et dérivée d'une classification d'image satellitaire ; cette première étude avait permis de tester différents paramétrages du graphe, pour représenter avec le plus de validité l'""infrastructure prairiale"" telle qu'elle est perçue par les campagnols terrestres.",C1
1732,Le portable permet aux jeunes de garder un espace privé au sein de la vie familiale.,B2
1733,"En Chine, la Fête des mères a lieu le 2e dimanche de mai.",B1
1734,Le marché fut bientôt conclu.,B2
1735,C'est fini.,A1
1736,"L'inégalité entre pays riches et pauvres, ainsi qu'elle saute aux yeux au mitant du dernier siècle, au moment des décolonisations, n'était ni éternelle, ni inévitable.",C1
1737,"Pendant sa courte période d'activité, le robot a travaillé d'arrache-pied.",B2
1738,"""J'ai accepté la demande de Neera Tanden de retirer"" sa candidature, a annoncé Joe Biden dans un communiqué.",B2
1739,Le chat est arrivé dans le salon et il gratté le fauteuil avec ses griffes.,A1
1740,"Hélas: c'est une interjection qui exprime la plainte, la souffrance, le regret.",B1
1741,"Au collège et au lycée, on pratique l'art de la conversation, celui de la complicité, des petites passions partagées dans un sentiment de légèreté et d'insouciance puisque rien n'est définitif.",B2
1742,La Chandeleur est une fête très ancienne.,A2
1743,L'école ne peut pas tout faire.,A2
1744,Ce magasin n'est pas loins de chez moi,A1
1745,"Pour clore cette monographie du café constantinopolitain, citons-en un autre qui n'est guère fréquenté que par des matelots.",C1
1746,"C'est ce que tâcherait de concevoir une pensée véritablement complexe, inspirée d'Edgar Morin, qui aurait conscience des liens unissant chaque chose.",C2
1747,Il n'est jamais retourné à Brazzaville où il a passé une partie de son enfance.,B1
1748,"Non il ne l'a pas encore reconnu, je crois.",A2
1749,Il y a deux trains pour Lille le matin,A1
1750,"S'il fait tenir dans trois cents pages dix ans d'une vie pour montrer quelle a été, au milieu de tous les êtres qui l'ont entourée, sa signification particulière et bien caractéristique, il devra savoir éliminer, parmi les menus événements innombrables et quotidiens, tous ceux qui lui sont inutiles, et mettre en lumière, d'une façon spéciale, tous ceux qui seraient demeurés inaperçus pour des observateurs peu clairvoyants et qui donnent au livre sa portée, sa valeur d'ensemble.",C1
1751,C'est toujours un plaisir de vous écouter.,A2
1752,"Quand l'homme de condition moyenne devient un grand personnage, les flatteries commencent à se terner et les médisances à fleurir",C2
1753,Soyons réceptif,C1
1754,Il fait très froid ici,A2
1755,"Il n'est guère étonnant, dès lors, que la bifurcation professionnelle et le déménagement prennent des allures de conversion identitaire .",C1
1756,"Dès qu'elle fut rentrée, elle éclata en sanglots",C2
1757,Le rouge est la couleure des tomates et des fraises.,A1
1758,"Chaque fin de semaine, ils partaient ensemble en randonnée dans les Alpes.",C1
1759,"À 60 ans aujourd'hui, on a encore devant soi vingt-cinq, voire trente années , explique Patrice Leclerc, responsable du programme personnes âgées à la Fondation de France.",B2
1760,"Pour se détendre, Théo prend souvent un bain le soir avant de jouer encore un peu et d'aller dormir",A2
1761,"Le chien battit de la queue frénétiquement, puis il rejoignit sa maîtresse en aboyant joyeusement.",C1
1762,"En 1620, le Mayflower - un bateau venu d'Europe - accoste dans une zone inconnue qui deviendra beaucoup plus tard la ville de Plymouth dans le nord des États-Unis actuels",B2
1763,"Auparavant, la duplication de l'ADN se faisait par clonage moléculaire : la séquence d'intérêt était insérée dans le génome d'une bactérie et l'on se servait du taux de croissance élevé du micro-organisme pour obtenir autant de clones de la séquence d'ADN.",C2
1764,Il doit se dépêcher pour ne pas être en retard à l'école.,A2
1765,On doit aussi faire tous les exercices,A1
1766,"Oui, un acte courageux, surtout quand celle-ci va à l'encontre de la frénésie ambiante, de la course aux infos",B1
1767,Tu manges beaucoup.,A1
1768,La journée est longue pour lui,A2
1769,"Bonjour, je m'appelle Igor",A1
1770,Le Net a encouragé des visions utopistes chez d'autres.,C1
1771,Je voudrais bien construire les bâtiments les plus hauts du monde.,B1
1772,"Mais sa voix, on ne l'a pas beaucoup entendue.",A2
1773,"Au début, ça a été très compliqué à mettre en place en fin de compte",A2
1774,Je ne trouve pas le livre que tu cherches.,A1
1775,Il n'aimait pas les plats de la cantine,A1
1776,Nous n'eûmes aucun mal à retrouver l'homme parmi la foule des voyageurs qui convergeaient vers la sortie,C2
1777,"Emma, de même, aurait voulu, fuyant la vie, s'envoler dans une étreinte.",C2
1778,"Hannah regarda les sabots détestables, qui par-dessus le marché étaient vert fluo.",B2
1779,"Une équation, entre autres, porte son nom.",B2
1780,"Elle s'est baignée, elle s'est reposée, elle s'est amusée",A1
1781,Tu pensais toujours à ton amant qui t'avait abandonné sans pitié.,B1
1782,L'école donne des cours de français.,A1
1783,Les salariés qui ont cotisé suffisamment peuvent prendre leur retraite à 60 ans.,B2
1784,"Un aspect qui différencie ces deux premiers profils cantonaux des autres, c'est le caractère de ""planification positive"" qu'ont ces instruments de contingentement spatial : ils indiquent un objectif, un état souhaitable en termes d'extension maximale des surfaces urbanisées à un horizon temporel donné.",C2
1785,Il arrive que le portable brise les amitiés entre jeunes.,B2
1786,"En prenant des cours, tu apprendrais plus vite.",B1
1787,J'aime beaucoup toute ma famille,A2
1788,"D'abord, je dois aller à la boulangerie pour acheter du pain et des croissants",A2
1789,Je lus un roman que je me fus procuré à la bibliothèque centrale,C2
1790,"S'il existe des dizaines de variantes à cette recette, le chef Gérard- Michel Corbin nous propose d'y apporter lui aussi sa touche personnelle",C1
1791,"Ils m'ont expliqué qu'ils n'avaient pas encore vu quelqu'un d'aussi expressif, et qu'ils allaient me recontacter.",B1
1792,"Les impôts sur le revenu et la fortune des personnes physiques, sur le bénéfice et le capital des personnes morales ainsi que sur les bénéfices immobiliers sont des impôts directs que les cantons doivent prélever selon la LHID.",C1
1793,Une étude menée par des chercheurs de l'université McGill au Canada vient apporter de nouveaux éléments sur cette étape.,C2
1794,J'ai entendu dire que le maire souhaitait supprimer le festival de chants folkloriques.,B2
1795,"Avec son repas en famille autour de sa traditionnelle dinde farcie, Thanksgiving est considérée comme une fête aussi importante que Noël aux États-Unis et au Canada",B2
1796,"En Amérique centrale, c'est Francia Márquez qui a réussi à organiser les femmes de la Toma dans la région de Cauca et à faire pression sur le gouvernement colombien pour arrêter l'exploitation illégale de l'or sur les terres ancestrales",B1
1797,"On a un prof super cool, genre métissé, cheveux hirsutes, fringues cooles et classes.",C1
1798,"Utiliser des stoppeurs externes (horloge, messages d'avertissement), parler de ses affects négatifs à des proches, faire de la relaxation, de la méditation, du sport, se rappeler les conséquences négatives d'une consommation excessive (encourager un discours critique, peser le pour et le contre), surfer sur l'envie (la laisser venir, résister et attendre qu'elle passe)., autant de moyens pour essayer d'endiguer ces envies devenues incontrôlables.",C2
1799,"Le soir, nous avons mangé dans un excellent restaurant",A2
1800,C'est un spectacle magique,A1
1801,"En effet, de nombreux concepts peuvent être abordés sans ordinateur.",B2
1802,Comment allez-vous aujourd'hui ?,A1
1803,Il a un appartement,A2
1804,"Le Père Éternel eut compassion du pauvre homme; il écrivit un mot, en lettres d'or, sur une feuille qu'il cueillit d'un arbre dans le Paradis.",B1
1805,"J'ai voulu lui offrir le café mais Marie n'a pas voulu : ""chacun sa part"".",A2
1806,"Ainsi en a décidé le très puritain George Bush, avec la bénédiction de la féministe Hillary Clinton.",C1
1807,66 % des sympa-thisants de gauche y sont favorables contre 82 % des sympathisants de droite,C2
1808,"Selon moi, le risque est trop grand pour qu'on le prenne.",B1
1809,"À mesure que nous nous servons des ordinateurs comme intermédiaires de compréhension du monde, je crains que notre propre intelligence ne devienne artificielle.",C1
1810,Deux constats récents ont imposé le débat.,C1
1811,"Née en 1776, elle est l'une des premières mathématiciennes françaises autodidactes.",B2
1812,Le lien entre l'acteur et l'acte commis est inexistant,C2
1813,"Sortons, faisons quelquechose, n'importe quoi, juste pour bouger un peu!",B1
1814,Le voyageur a été le favori du Prince.,B1
1815,"C'est pourquoi, si près de 50 % de nos essais sont sous-traités, nous gagnerons en souplesse et éviterons la baisse momentanée de nos effectifs.",B2
1816,Je ne me le suis jamais demandé.,A2
1817,"Je ne nie pas que parfois, c'est ma faute.",A2
1818,Elle se classe première parmi les meilleures de sa catégorie.,B2
1819,"Oui, je vais le faire !",A2
1820,Et pas qu'une.,A1
1821,C'est un hôtel au bord de la mer,A1
1822,La cuisine française est engoncée dans ses traditions et refuse d'en sortir.,B2
1823,C'est ici que je cuisine des gâteaux et des pâtisseries,A2
1824,Elle est petite.,A1
1825,"Si la notion de patriotisme peut sembler marquée à droite, les chantres du patriotisme économique et leurs discours plus culpabilisants qu'encourageants sont de tous bords politiques : de l'extrême droite à l'extrême gauche sans oublier les écologistes",B2
1826,Je vous ouvre un compte.,A2
1827,"C'étaient de ces chambres de province qui - de même qu'en certains pays des parties entières de l'air ou de la mer sont illuminées ou parfumées par des myriades de protozoaires que nous ne voyons pas - nous enchantent des mille odeurs qu'y dégagent les vertus, la sagesse, les habitudes, toute une vie secrète, invisible, surabondante et morale que l'atmosphère y tient en suspens ; odeurs naturelles encore, certes, et couleur du temps comme celles de la campagne voisine, mais déjà casanières, humaines et renfermées, gelée exquise, industrieuse et limpide de tous les fruits de l'année qui ont quitté le verger pour l'armoire ; saisonnières, mais mobilières et domestiques, corrigeant le piquant de la gelée blanche par la douceur du pain chaud, oisives et ponctuelles comme une horloge de village, flâneuses et rangées, insoucieuses et prévoyantes, lingères, matinales, dévotes, heureuses d'une paix qui n'apporte qu'un surcroît d'anxiété et d'un prosaïsme qui sert de grand réservoir de poésie à celui qui les traverse sans y avoir vécu.",C2
1828,L'opinion se convainc de l'inanité du bellicisme.,C2
1829,Régine Lemoine-Darthois et Elisabeth Weissman ont fait le même constat.,C1
1830,"L'indispensable travail de reconstruction est professionnel et social souvent, psychologique et amoureux parfois.",C1
1831,"Bonsoir, J'ai une réservation pour 21h au nom de Smith.",A2
1832,"Dans une analyse publiée le 3 mars, UBS estime que l'ensemble du marché est délicat. En Chine et en Corée du Sud, les deux pays où la livraison de repas est la plus développée, les bénéfices opérationnels sont possibles.",C1
1833,"Et, pour finir, cet aphorisme redoutable, maître-mot de la pensée de la complexité : ""Tout ce qui isole un objet détruit sa réalité même6.",C2
1834,"S'obstiner à acheter 100 pour cent français reviendrait à vivre sans réfrigérateur, sans lave linge, sans smartphone, sans ordinateur. Autrement dit, les plus patriotes et les plus écolos devront soit mettre de l'eau dans leur vin soit revenir à un mode de vie d'un autre âge",B2
1835,"Si nous avions plus d'argent, nous achèterions un tableau de Matisse.",B1
1836,"Selon l'Organisation mondiale de la santé (OMS), on comptait environ 200 millions d'obèses dans le monde en 1995.",C1
1837,"Aujourd'hui, j'ai mangé une mousse au chocolat parce que je ne suis pas à la diète.",A2
1838,"En parallèle, l'essor des nanotechnologies stimule la miniaturisation et la mobilité de ces outils auxquels il s'agira de greffer des systèmes énergétiques aussi petits que possible.",C1
1839,"À chaque respiration elle sentait la fumée entrer dans ses poumons, tel un insidieux poison.",B2
1840,Ils vont souvent à l'opéra,A1
1841,"Enfermés dans la souricière d'amour, condamnés aux travaux d'amour à perpétuité, ils étaient couchés l'un près de l'autre, beaux, tendres aimants et sans but.",C2
1842,Les hommes la découpent et la placent au-dessus de la flamme.,A2
1843,"Une fois déchiquetées et séchées, elles sont alors agglomérées en petits cylindres appelés ""palettes"".",B2
1844,"Grâce aux actions concertées de ces organisations, des milliers d'enfants sont chaque année tirés des griffes de la violence et de la guerre.",B1
1845,Tu remplis le pot d'eau et tu mets des glaçons.,A2
1846,Les ignorer en restant nostalgique est inconscient.,C1
1847,"Il s'arrêtait, se baissait, et, lorsqu'elle approchait, de son petit pas hésitant, il sautait en l'air comme les diables enfermés en des boîtes, puis il s'élançait d'une enjambée à l'autre bout du salon.",C2
1848,"Ensuite, Marie et moi, on est allés regarder dans une librairie et on a trouvé un livre de contes pour enfant très joli.",B1
1849,La biographie est une friandise mais le quotidien de l'écrivain public se nourrit des innombrables demandes de services ponctuels formulées par les particuliers et les entreprises.,C1
1850,"Si cette actrice avait accepté le rôle, elle aurait été formidable.",B1
1851,On eût difficilement imaginé un plus baroque assemblage de vêtures surannées,C2
1852,A cette très grande mortalité correspond une durée moyenne de vie relativement courte.,C1
1853,Et ils étaient plus de mille.,B1
1854,J'habite à Rouen mais je travaille à Paris,A1
1855,Tu l'appelles chaque jour jusqu'à ce qu'il te donne une réponse.,B1
1856,Il joue au football depuis cinq ans.,A1
1857,"C'est vraiment génial d'être en ville et d'avoir les monuments, les musées et la plage au même endroit",B1
1858,"Ainsi, ils gagnent en efficacité et l'employeur en profite.",B2
1859,"Tout le monde était tondu à neuf, les oreilles s'écartaient des têtes, on était rasé de près ; quelques-uns même qui s'étaient levés dès avant l'aube, n'ayant pas vu clair à se faire la barbe, avaient des balafres en diagonale sous le nez, ou, le long des mâchoires, des pelures d'épiderme larges comme des écus de trois francs, et qu'avait enflammées le grand air pendant la route, ce qui marbrait un peu de plaques roses toutes ces grosses faces blanches épanouies.",C2
1860,"Le bâtiment principal, qui vient d'être rénové, a l'air tout neuf et ils ont peint les mursen couleurs pastels",B2
1861,Il y a aussi les personnages dotés d'un pouvoir politique séculier exceptionnel : les rois.,C2
1862,Pour preuve : les Bédouins ont fait du thé à la menthe brûlant un véritable rituel et en consomment plusieurs fois par jour.,B2
1863,"Onze heures sonnèrent, je me rendis auprès d'Ellénore : elle m'attendait.",C2
1864,Je vais fermer la porte à clé par sécurité.,A2
1865,"Pour vérifier que vous avez bien compris, répondez à ces questions.",A2
1866,Un mode de travail dont ils sont habituellement privés dans un enseignement transmissif.,C2
1867,"C'est dans le Sahara qu'il fait le plus chaud sur Terre, où des températures de plus de 50 °C ne sont pas rares.",A2
1868,Je travaillais lorsqu'il est arrivé par surprise derrière moi.,A2
1869,"Ainsi, Pierre a le privilège d'admirer chaque jour l'un des monuments les plus visités au monde",A1
1870,Ma mère s'appelle Marie.,A1
1871,Certains vagabonds tiennent minutieusement leur propre guide de voyage et monnayent leurs informations.,C2
